"bathrooms","bedrooms","created","description","display_address","latitude","longitude","price","street_address","interest_level","elevator","cats_allowed","hardwood_floors","dogs_allowed","doorman","dishwasher","no_fee","laundry_in_building","fitness_center","pre-war","laundry_in_unit","roof_deck","outdoor_space","dining_room","high_speed_internet","balcony","swimming_pool","new_construction","terrace","exclusive","loft","garden_patio","wheelchair_access","common_outdoor_space"
1.,0,"DateObject[{2016, 4, 17, 2, 16, 42}, ""Instant"", ""Gregorian"", -7.]","Located in one of Manhattan's most desirable areas, this beautifully renovated studio is the perfect opportunity. With high ceilings, renovated hardwood floors, crown moldings, a modern kitchen and a new bathroom, this apartment instantly delivers great value. The Coronet is a full-service, pre-war condominium located a block away from Central Park and Fifth Avenue. With easy access to world-renowned restaurants, retail shops, and cultural venues, this building is in the middle of it all. For your convenience a full-time doorman, live-in superintendent, and a porter are at your disposition.<br><p><img src= """" website_redacted width=""""1"""" height=""""1"""" /><ul><li><a target=_blank href= website_redacted Dustin Benichou for more information</a> </li><li><a target=_blank href= website_redacted full listing information on elliman.com</a> </li></ul></p>","West 58th Street",40.7649,-73.9763,1980,"57 West 58th Street","high",1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.,2,"DateObject[{2016, 4, 6, 6, 27, 51}, ""Instant"", ""Gregorian"", -7.]","Stunning two bedroom / two bathroom corner apartment on a high floor of a luxurious high rise building. The apartment has a split bedroom layout with large bedrooms and excellent living space. Fully renovated with stainless steel appliances and marble bathrooms. ample closet space and great natural sunlight flowing from large double pained windows. Unobstructed city views. Apartment has washer and dryer in the unit.<br /><br />The distinguished luxury building offers full time doorman, media room, tenants lounge, laundry facilities, valet services, and state of the art fitness facility. There is also a beautifully landscaped and furnished sun terrace. Building is located right in the middle of mid town between 5th avenue and Broadway.<br /><br />No Fee<br /><br />To view call Tal at 190-041-2739 or Email kagglemanager@renthop.com<p><a  website_redacted","West 31st Street",40.7471,-73.9867,6500,"9 West 31st Street","low",1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1.,0,"DateObject[{2016, 6, 29, 4, 8, 35}, ""Instant"", ""Gregorian"", -7.]","Prime Location!! This Luxury Chelsea building features a 24 hour doorman with valet service and a beautifully remodeled classy lobby. Fully equipped  fitness center, large rooftop and laundry located on every floor.. The building is surrounded by everything you need!<br /><br />Spacious Alcove Studio with high ceilings and large windows that flow in beautiful natural light. The open kitchen has a microwave and a dishwasher and ample closet space!<br /><br />Contact: AlexiEmail: kagglemanager@renthop.com Cell: 131-300-3721<br /><br /><p><a  website_redacted","W 34 St.",40.753,-73.9959,2396,"360 W 34 St.","medium",1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1.,3,"DateObject[{2016, 4, 18, 4, 46, 30}, ""Instant"", ""Gregorian"", -7.]","These pictures are from a similarlisting.","Thompson St",40.7231,-74.0044,3733,"25 Thompson St","low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.,4,"DateObject[{2016, 4, 12, 5, 21, 21}, ""Instant"", ""Gregorian"", -7.]","Ultimate luxury in the sky ! conv. 4 bedrooms 3 baths with very big master suite . Amazing closets walk in Washer and Dryer in the apartment The building is on the best area of the upper east side ,in one of the best  school districts , full service with 24H concierge and doorman the gorgeous pool and health club completes this great buildingThe views from the terrace are breath taking<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted","E 79",40.7723,-73.9533,15000,"350 E 79","low",1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0
1.,0,"DateObject[{2016, 4, 19, 6, 19, 44}, ""Instant"", ""Gregorian"", -7.]","Wonderful Upper East Side location! This quiet building offers the comforts of home; 24/7 doorman, elevators, laundry, and concierge service. Walking distance to transportation (86th Street 4/5/6 and 77th Street 6) and a number of grocery stores, convenience stores, restaurants, bars, and recreational amenities.<br /><br />ENORMOUS alcove studio with PRIVATE TERRACE/BALCONY! This apartment features 3 large closets (one walk in), a newly renovated modern kitchen, marble tile bathroom, hardwood floors, and an abundance of natural light. Wonderful upper east side LOW FEE apartment.<br /><br />FOR FURTHER INFORMATION AND VIEWING CONTACT MEYER OVADIA AT 753-396-6626 OR VIA EMAIL AT kagglemanager@renthop.com NOT WHAT YOU ARE LOOKING FOR? FEEL FREE TO CONTACT ME WITH ANY SPECIAL REQUESTS. I'LL BE MORE THAN HAPPY TO FURTHER ASSIST YOU IN YOUR SEARCH***All prices and concessions are based on availability and move in date***<br /><br /><p><a  website_redacted","East 82nd Street",40.7753,-73.954,2400,"240 East 82nd Street","medium",1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1.,0,"DateObject[{2016, 4, 29, 5, 27, 33}, ""Instant"", ""Gregorian"", -7.]","Modern postwar building located in the heart of the Upper East Side. Convenient to all the supermarkets, stores, restaurants, bars, parks, transportation and more. Some of the features include an elevator, laundry room and super on premises.  The apartment has been recently renovated and is in immaculate condition. Oversized double-pane windows not only allow for sunlight to come in. The kitchen features a dishwasher, microwave, and a mini-breakfast bar. The bathroom has all new fixtures.<br /><br />Contact Chris to set up an appointment (170-304-7893 or kagglemanager@renthop.com<br /><br /><br /><br /><p><a  website_redacted","1 Ave",40.7739,-73.9511,1850,"1570 1 Ave","medium",1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.,1,"DateObject[{2016, 4, 9, 1, 13, 37}, ""Instant"", ""Gregorian"", -7.]","Large, Renovated One Bedroom on West 114th Street in the Upper West Side.Apartment Features Hardwood floors all through out, good sunlight, lots of closet space. Separate kitchen with top of the line stainless steel appliances a dishwasher and microwave. Apartment has a TV and Washer/Dryer.Building allows pets. Contact me today to see this apartment or any other rental in the Citi Habitats database. Let me help you find your next home!","West 114th Street",40.8031,-73.957,2500,"302 West 114th Street","low",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,1,"DateObject[{2016, 4, 25, 21, 3, 8}, ""Instant"", ""Gregorian"", -7.]","Amazing deal on this beautiful 1 Bedroom Upper West Side apartment!

 * Renovated Kitchen with a lot of cabinet space and granite counter--Space for a dinette set as well

 * Bedroom has space queen bed and has 3 door wide closet

 * Beautiful newer bathroom wrapped with marble tile

 * Ceiling fans, abundant light and recessed lights

 * Near Central Park, great shopping and subways [B,C,1]

This is one of the best deals on the Upper West Side and available May 1st. A similar apartment in the building will be available May 15th. Call/text/email Mike Schurmann any time for private showings.","West 105th Street",40.7975,-73.9626,2045,"82 West 105th Street","medium",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,0,"DateObject[{2016, 4, 29, 4, 31, 19}, ""Instant"", ""Gregorian"", -7.]","Great gut -renovated apartment in charming elevator buildings in the prime of the West Village just steps from transportation, restaurants, boutique shops, and grocery stores. With a beautiful exterior and lobby entrance, prewar details, impressive layout. The apartment features hard wood floors, crown molding, corner-unit windows, smooth overall finishes, natural maple shaker kitchen cabinets with granite countertops and stainless steel appliances, ceramic tiled bathroom.<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted","W 13 Street",40.7372,-73.9981,2650,"117 W 13 Street","low",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.,2,"DateObject[{2016, 4, 9, 2, 19, 4}, ""Instant"", ""Gregorian"", -7.]","*RENT STABILIZED Spacious true two bedroom  in Modern New Chelsea Development. The unit features stainless steel appliances including dishwasher, granite countertops, individually controlled heating and cooling, hardwood floors, high ceilings, large windows, and plenty of closet space. The elevator building has a laundry facility,  virtual doorman service, roof deck, and bicycle storage available. Rent includes heat, hot water, and cooking gas. If the applicant is a student we permit guarantors and co-signers for the applicant. No Pets.Applicants (minimum 2 people) must earn an annual salary equal to 45 times the rental value.There is income restrictions, please contact for more info and to schedule a viewing. Call 839-435-5597 or Email kagglemanager@renthop.com<br><p><img src= """" website_redacted width=""""1"""" height=""""1"""" /><ul><li><a target=_blank href= website_redacted Larisa Bordanova for more information</a> </li><li><a target=_blank href= website_redacted full listing information on elliman.com</a> </li></ul></p>","West 25th Street",40.7479,-74.0005,3745,"401 West 25th Street","low",1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1.,1,"DateObject[{2016, 6, 21, 4, 9, 32}, ""Instant"", ""Gregorian"", -7.]","<p><a  website_redacted","Second Avenue",40.7802,-73.9504,1900,"1731 Second Avenue","low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,2,"DateObject[{2016, 4, 11, 15, 59, 59}, ""Instant"", ""Gregorian"", -7.]","Beautiful true QUEEN 2BR / 1Bath with an abundance of natural light for only $5595, located in the heart of Gramercy. Perfect for students, share, family, and those looking to enjoy Hell's Kitchen's ample amount of fine dining, shopping and nightlife. Quiet area, but only steps to Union Square, Madison Square Park, Baruch College, People's Improv Theatre, The Stand, Whole Foods and Trader Joe's! Minutes away from 4, 5, 6, N, Q, R, and L trains.
*Pictures from management

APARTMENT FEATURES:
Washer/Dryer
HUGE Community Terrace
HUGE Living Room
HUGE Closets
Elevator
Doorman
Pet Friendly
Dishwasher
Kitchen Island
High Ceilings
Hardwood Floors
Large Windows w/ Natural Light

Email, call or text me at anytime to schedule a viewing. 293-537-9894

- Andy","3rd Ave and East 22nd Street",40.7377,-73.9831,5595,"210 East 22nd St #1B","low",1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.,1,"DateObject[{2016, 4, 21, 6, 33, 48}, ""Instant"", ""Gregorian"", -7.]","Rego Park 1bed featuring nice kitchen, good closet space, nice natural light, hardwood floors. On the 6th floor of an elevator building with laundry and live-in super.Close to E,F,M, and R Trains, LIRR, Shopping and Dinning just steps away.<br /><br /><br /><br /><br /><br /><p><a  website_redacted","Boothe St.",40.7263,-73.8573,1750,"65-84 Boothe St.","low",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,1,"DateObject[{2016, 4, 30, 1, 22, 6}, ""Instant"", ""Gregorian"", -7.]","Apartment for rent in Rego Park 11374  SUBJECT TO CREDIT AND INCOME REQUIREMNTS. For availability, status, and more information about this property as well as many other apartments for rent in Queens, please call 501-606-3449 or visit us on the web:			www.BenjaminRG.com									Property Essentials: 			Heat, Hot Water included, 			No Doorman, 			On-site Laundry, 			R/S Building, 			6 Floors, 			Garage: Yes, 			Cats OK,  			Elevator, 			54  Units, 			Built in 1951, 			$75 Application Fee, 			Move-in Hours:Any time.									","9609 66th Avenue",40.7267,-73.8569,1650,"9609 66th Avenue","medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,0,"DateObject[{2016, 4, 12, 6, 10, 58}, ""Instant"", ""Gregorian"", -7.]","Located in a beautiful and classic pre-war building with gut renovated lobby, 24hrs Friendly doorman, elevator and a Laundry Room. JUST PERFECT!!Brand New kitchen appliances and fully renovated bathroom, A LOT of closet space and big windows!!Yes, there is Dinning Area AND walk-in Closets here!! see it yourself!!Spacious Studio with lots of light and high ceilings!<br /><br />Call now to see itNathalie kagglemanager@renthop.com<br /><br /><br /><br /><p><a  website_redacted","E 88 St.",40.7817,-73.9573,3500,"60 E 88 St.","low",1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,1,"DateObject[{2016, 4, 9, 2, 34, 39}, ""Instant"", ""Gregorian"", -7.]","NO Brokers FEE !! Renovated LARGE ALCOVE STUDIO (643 sq) located on E.80's and Broadway steps from the 1 train, Riverside park, and Central Park. Large living/dining are with big windows and lots of natural lights. Granite kitchen with stainless steel appliances and lots of cabinets space. New marble bathroom.Lots o closet space.<br/><br/>This is a high rise luxury doorman elevator building. All amenities are complementary and  recently renovated!Bicycle room. Gym Pool Laundry room. Garage on site.<br/><br/>For more information and to schedule a viewing to help you find a home to suit YOUR needs call Hela Erez Licensed R.E Salesperson 295-443-8450 or email kagglemanager@renthop.com<br/><br/><p><a  website_redacted","W 80's  & Broadway",40.789,-73.9756,3300,"247 W 87th St.","low",1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.,0,"DateObject[{2016, 4, 2, 5, 47, 14}, ""Instant"", ""Gregorian"", -7.]","BRAND NEW JR 1 BEDROOM -- GRANITE KITCHEN -- MICROWAVE & DISHWASHER INCLUDED -- OVERSIZED CLOSETS -- PLENTY OF WINDOWS -- SUNNY HARDWOOD FLOORS -- UPDATED BATHROOMS WITH MEDICINE CABINETS FOR EXTRA STORAGE <br /><br />DOORMAN BUILDING -- ELEVATOR -- CENTRAL LAUNDRY -- PARKING GARAGE -- LIVE IN SUPER<br /><br />NET EFFECTIVE RENT !!! <br /><br />I SPECIALIZE IN ALL NO FEE UNITS IN THE AREA. CONTACT STEVEN FOR A PRIVATE VIEWING - 088-388-9397 or kagglemanager@renthop.com<p><a  website_redacted","East 46th Street",40.7522,-73.9702,2790,"300 East 46th Street","low",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2.,2,"DateObject[{2016, 4, 12, 3, 34, 44}, ""Instant"", ""Gregorian"", -7.]","Oversized two bedroom/two bathroom (master suite has it's own bathroom), huge foyer, massive living room and bedrooms.  Close to transportation and Forest Park.  Great location, great building. Very affordable!!! Don't miss this.","118th St",40.7059,-73.8339,2100,"83-43 118th St","medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,2,"DateObject[{2016, 4, 21, 5, 59, 59}, ""Instant"", ""Gregorian"", -7.]","**AMAZING DEAL **100% NO FEE ****HUGE 2BED** LARGE LIVING ROOM** UWS PRIME LOCATION*****AMAZING DEAL***UWS***100% NO BROKER FEE + 2 MONTHS FREE RENT***24 HR DM***<br /><br />GORGEOUS 2 BR APARTMENT FEATURES HARD WOOD FLOORS, LARGE WINDOWS FLOODING THE APARTMENT WITH NATURAL LIGHT. MODERN KITCHEN WITH STAINLESS STEEL APPLIANCES AND GRANITE COUNTER TOPS AND PLENTY OF CABINET SPACE. CONVENIENTLY LOCATED CLOSE TO GREAT RESTAURANTS, BARS, SHOPS , SUPER MARKETS AND A SHORT WALK TO THE SUBWAY.***NO BROKER FEE*** +2 MONTHS FREE AND NO BROKERS FEE! BEST DEAL RIGHT NOWTHIS IS EVERYTHING YOU COULD WANT FROM A TWO BED ON THE UPPER WEST PLUS MORE!!**REAL PICTURES , REAL PRICE **<br /><br />FOR EXCLUSIVE SHOWINGS PLEASE CONTACTFor a private viewing or questions feel free to call, text or email Andre Savocchi:(718) kagglemanager@renthop.com WHAT YOU ARE LOOKING FOR? FEEL FREE TO CALL OR EMAIL WITH ANY QUESTIONS OR SPECIAL REQUESTS. I'LL BE MORE THAN HAPPY TO FURTHER ASSIST YOU IN YOUR SEARCH.<br /><br />***RENT IS NET EFFECTIVE ***<p><a  website_redacted","Columbus Avenue",40.7943,-73.9675,3200,"784 Columbus Avenue","medium",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,0,"DateObject[{2016, 4, 26, 1, 39, 25}, ""Instant"", ""Gregorian"", -7.]","","East 74th Street",40.7699,-73.9565,2700,"315 East 74th Street","low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,3,"DateObject[{2016, 4, 26, 11, 38, 19}, ""Instant"", ""Gregorian"", -7.]","TRUE 3 bedroom! RENOVATED! Windows Everywhere!

Doorman, elevators, laundry room. 

Corner Unit facing North & East
windowed kitchen + bath. 
1 king sized bedroom + 2 Queen sized bedrooms
Separate kitchen with stainless steel appliances & solid wood cabinetry
Tons of closet space! 

Available ASAP through June 1st lease start. 

","540 w 52nd street, new york, ny",40.766,-73.9914,4500,"540 w 52nd street, new york, ny","medium",1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1.,1,"DateObject[{2016, 6, 8, 6, 26, 49}, ""Instant"", ""Gregorian"", -7.]","Steps to G TrainShared BackyardShared RoofHardwood Floors<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted","Clifton Pl",40.6888,-73.9522,2000,"310 Clifton Pl","low",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,2,"DateObject[{2016, 4, 23, 3, 51, 55}, ""Instant"", ""Gregorian"", -7.]","Check Out This Lovely Apartment Located In Glen Oaks! Features Two Bedrooms, Living Room And Dining Room, Eat In Kitchen, And Bath. Near Express Bus To Manhattan And Tennis Court. Rental Available From July 15th. Parking On Street Or Can Get Permit For Outdoor Parking. Has Security 24 Hrs, Tennis Courts And Basketball. Laundry On Site.","260th St",40.7493,-73.7142,1900,"74-21 260th St","medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
